date,time,ip_address,method,uri,status_code,user_agent,bytes_transferred,response_time_ms
2026-02-21,18:05:01,197.211.32.46,GET,/digital-transformation.php,200,Mozilla/5.0 Safari MacOS,22798,218
2026-03-03,07:18:22,154.72.108.186,GET,/index.html,304,Mozilla/5.0 Chrome Windows,0,294
2026-03-03,07:22:32,154.72.108.186,GET,/digital-transformation.php,200,Mozilla/5.0 Chrome Windows,22917,50
2026-03-03,07:28:13,154.72.108.186,GET,/contact.php,304,Mozilla/5.0 Chrome Windows,0,282
2026-01-16,09:20:05,197.211.18.158,GET,/index.html,200,Mozilla/5.0 Edge Windows,9997,367
2026-02-10,07:58:54,105.245.80.92,GET,/index.html,200,Mozilla/5.0 Safari iPhone,14372,279
2026-03-19,09:34:13,102.128.113.214,GET,/index.html,200,Mozilla/5.0 Chrome Android,22959,245
2026-03-19,09:35:33,102.128.113.214,GET,/cybersecurity-monitoring.php,200,Mozilla/5.0 Chrome Android,21286,191
2026-03-19,09:40:30,102.128.113.214,GET,/favicon.ico,304,Mozilla/5.0 Chrome Android,0,90
2026-03-19,09:46:02,102.128.113.214,GET,/predictive-maintenance.php,200,Mozilla/5.0 Chrome Android,17270,355
2026-04-29,08:56:21,102.128.38.70,GET,/index.html,200,Mozilla/5.0 Firefox Windows,15706,312
2026-02-13,12:18:54,154.120.251.102,GET,/index.html,304,Mozilla/5.0 Edge Windows,0,249
2026-02-13,12:24:34,154.120.251.102,GET,/risk-assessment.php,200,Mozilla/5.0 Edge Windows,15514,280
2026-03-06,08:00:29,41.70.141.208,GET,/index.html,200,Mozilla/5.0 Firefox Windows,12334,346
2026-03-06,08:01:00,41.70.141.208,GET,/cybersecurity-monitoring.php,200,Mozilla/5.0 Firefox Windows,20297,315
2026-05-11,16:14:50,105.245.192.202,GET,/index.html,200,Mozilla/5.0 Firefox Windows,24526,144
2026-05-11,16:17:10,105.245.192.202,GET,/predictive-maintenance.php,200,Mozilla/5.0 Firefox Windows,12410,258
2026-04-23,16:01:16,41.203.162.136,GET,/index.html,200,Mozilla/5.0 Chrome Android,22570,248
2026-04-23,16:02:34,41.203.162.136,GET,/cybersecurity-monitoring.php,304,Mozilla/5.0 Chrome Android,0,276
2026-04-23,16:07:55,41.203.162.136,GET,/js/main.js,200,Mozilla/5.0 Chrome Android,41517,210
2026-05-11,10:58:29,105.245.136.89,GET,/index.html,304,Mozilla/5.0 Safari iPhone,0,518
2026-05-11,11:03:37,105.245.136.89,GET,/digital-transformation.php,200,Mozilla/5.0 Safari iPhone,18486,398
2026-04-08,14:39:22,196.44.39.225,GET,/index.html,200,Mozilla/5.0 Edge Windows,15957,180
2026-04-08,14:40:59,196.44.39.225,GET,/digital-transformation.php,200,Mozilla/5.0 Edge Windows,19206,350
2026-04-08,14:43:47,196.44.39.225,GET,/favicon.ico,200,Mozilla/5.0 Edge Windows,14021,203
2026-01-14,15:59:08,102.128.27.146,GET,/index.html,200,Mozilla/5.0 Safari iPhone,11137,314
2026-01-14,16:03:44,102.128.27.146,GET,/resources.php,200,Mozilla/5.0 Safari iPhone,16693,211
2026-01-02,14:56:25,102.212.41.111,GET,/index.html,200,Mozilla/5.0 Safari MacOS,11885,348
2026-01-02,14:59:16,102.212.41.111,GET,/digital-transformation.php,200,Mozilla/5.0 Safari MacOS,25139,218
2026-01-02,15:05:13,102.212.41.111,GET,/favicon.ico,200,Mozilla/5.0 Safari MacOS,270433,184
2026-02-05,18:03:08,102.128.26.187,GET,/index.html,200,Mozilla/5.0 Firefox Windows,18110,112
2026-04-23,09:36:59,105.245.194.131,GET,/index.html,200,Mozilla/5.0 Firefox Windows,18507,426
2026-04-23,09:42:01,105.245.194.131,GET,/digital-transformation.php,200,Mozilla/5.0 Firefox Windows,11350,177
2026-05-12,08:13:01,102.128.97.108,GET,/index.html,200,Mozilla/5.0 Safari iPhone,11952,193
2026-05-12,08:14:57,102.128.97.108,GET,/digital-transformation.php,200,Mozilla/5.0 Safari iPhone,23496,197
2026-05-12,08:18:55,102.128.97.108,GET,/cybersecurity-monitoring.php,404,Mozilla/5.0 Safari iPhone,13619,233
2026-03-23,15:58:47,154.120.51.93,GET,/index.html,200,Mozilla/5.0 Safari iPhone,13233,233
2026-03-23,15:59:51,154.120.51.93,GET,/index.html,200,Mozilla/5.0 Safari iPhone,49280,179
2026-02-13,11:27:46,197.211.0.222,GET,/index.html,200,Mozilla/5.0 Safari iPhone,11182,325
2026-02-13,11:28:31,197.211.0.222,GET,/cybersecurity-monitoring.php,200,Mozilla/5.0 Safari iPhone,37664,294
2026-04-22,16:38:22,105.245.60.251,GET,/index.html,304,Mozilla/5.0 Safari iPhone,0,351
2026-03-21,11:43:26,154.72.8.109,GET,/wp-admin.php,404,AhrefsBot/7.0,29183,253
2026-03-21,11:48:07,154.72.8.109,GET,/admin.php,404,AhrefsBot/7.0,22691,253
2026-03-21,11:51:22,154.72.8.109,GET,/login.php,404,AhrefsBot/7.0,16295,200
2026-03-19,04:26:26,105.245.10.154,GET,/wp-admin.php,404,CyberProbeScanner/1.0,34293,224
2026-03-19,04:28:29,105.245.10.154,GET,/admin.php,404,CyberProbeScanner/1.0,21030,195
2026-03-19,04:29:39,105.245.10.154,GET,/login.php,404,CyberProbeScanner/1.0,8848,258
2026-02-15,12:08:02,197.249.251.144,GET,/index.html,200,Mozilla/5.0 Edge Windows,29497,130
2026-02-15,12:12:10,197.249.251.144,GET,/predictive-maintenance.php,200,Mozilla/5.0 Edge Windows,3418,277
2026-02-15,12:15:51,197.249.251.144,GET,/js/main.js,304,Mozilla/5.0 Edge Windows,0,258
2026-02-15,12:21:01,197.249.251.144,GET,/digital-transformation.php,200,Mozilla/5.0 Edge Windows,29756,199
2026-03-28,14:43:36,154.120.148.183,GET,/index.html,200,Mozilla/5.0 Firefox Windows,16506,324
2026-03-28,14:50:15,154.120.148.183,GET,/case-studies.php,304,Mozilla/5.0 Firefox Windows,0,270
2026-05-15,12:40:49,102.128.182.116,GET,/index.html,200,Mozilla/5.0 Firefox Windows,22238,412
2026-01-26,15:26:17,41.203.119.253,GET,/index.html,200,Mozilla/5.0 Firefox Windows,12449,190
2026-04-03,09:47:15,102.128.246.178,GET,/index.html,200,Mozilla/5.0 Safari MacOS,18602,290
2026-04-03,09:52:37,102.128.246.178,GET,/risk-assessment.php,200,Mozilla/5.0 Safari MacOS,19806,387
2026-04-03,09:56:04,102.128.246.178,GET,/pricing.php,200,Mozilla/5.0 Safari MacOS,12872,251
2026-04-03,09:56:50,102.128.246.178,GET,/scheduledemo.php,304,Mozilla/5.0 Safari MacOS,0,174
2026-04-07,14:05:06,102.128.72.133,GET,/index.html,200,Mozilla/5.0 Safari iPhone,16378,194
2026-04-07,14:09:23,102.128.72.133,GET,/predictive-maintenance.php,200,Mozilla/5.0 Safari iPhone,20016,238
2026-04-07,14:15:13,102.128.72.133,GET,/images/events.jpg,200,Mozilla/5.0 Safari iPhone,204075,205
2026-01-30,09:10:36,197.211.221.208,GET,/index.html,304,Mozilla/5.0 Safari iPhone,0,260
2026-01-30,09:12:53,197.211.221.208,GET,/risk-assessment.php,200,Mozilla/5.0 Safari iPhone,12877,180
2026-01-30,09:13:38,197.211.221.208,GET,/favicon.ico,304,Mozilla/5.0 Safari iPhone,0,331
2026-01-25,15:38:52,41.70.10.30,GET,/index.html,200,Mozilla/5.0 Chrome Windows,18387,152
2026-01-25,15:39:35,41.70.10.30,GET,/digital-transformation.php,200,Mozilla/5.0 Chrome Windows,20497,159
2026-01-25,15:45:11,41.70.10.30,GET,/pricing.php,200,Mozilla/5.0 Chrome Windows,27816,185
2026-01-25,15:47:40,41.70.10.30,GET,/scheduledemo.php,200,Mozilla/5.0 Chrome Windows,17232,245
2026-01-01,15:07:10,197.211.245.98,GET,/index.html,200,Mozilla/5.0 Safari MacOS,22292,300
2026-01-01,15:08:37,197.211.245.98,GET,/cybersecurity-monitoring.php,200,Mozilla/5.0 Safari MacOS,15989,318
2026-02-13,18:51:28,197.211.119.65,GET,/index.html,304,Mozilla/5.0 Safari MacOS,0,210
2026-02-14,15:37:55,196.44.78.134,GET,/index.html,200,Mozilla/5.0 Firefox Windows,9265,425
2026-02-14,15:39:49,196.44.78.134,GET,/prototype.php,200,Mozilla/5.0 Firefox Windows,20095,209
2026-02-14,15:45:10,196.44.78.134,GET,/js/main.js,200,Mozilla/5.0 Firefox Windows,32636,107
2026-04-22,14:09:38,197.211.191.47,GET,/index.html,200,Mozilla/5.0 Safari iPhone,15762,231
2026-04-22,14:14:11,197.211.191.47,GET,/events.php,200,Mozilla/5.0 Safari iPhone,21827,249
2026-03-13,08:43:43,105.245.50.178,GET,/index.html,200,Mozilla/5.0 Safari iPhone,10149,273
2026-03-13,08:44:11,105.245.50.178,GET,/ai-assistant.php,200,Mozilla/5.0 Safari iPhone,20921,293
2026-04-05,14:54:54,102.128.50.125,GET,/index.html,200,Mozilla/5.0 Firefox Windows,26887,206
2026-04-05,15:00:59,102.128.50.125,GET,/pricing.php,304,Mozilla/5.0 Firefox Windows,0,172
2026-03-03,11:03:48,41.70.185.123,GET,/index.html,200,Mozilla/5.0 Safari iPhone,27162,250
2026-03-03,11:10:20,41.70.185.123,GET,/ai-assistant.php,200,Mozilla/5.0 Safari iPhone,19790,135
2026-03-03,11:13:32,41.70.185.123,GET,/pricing.php,200,Mozilla/5.0 Safari iPhone,25232,181
2026-03-03,11:16:58,41.70.185.123,GET,/scheduledemo.php,200,Mozilla/5.0 Safari iPhone,16781,345
2026-01-10,09:45:47,102.212.194.179,GET,/index.html,304,Mozilla/5.0 Safari MacOS,0,164
2026-01-10,09:51:45,102.212.194.179,GET,/risk-assessment.php,200,Mozilla/5.0 Safari MacOS,18656,326
2026-01-10,09:56:13,102.212.194.179,GET,/ai-assistant.php,200,Mozilla/5.0 Safari MacOS,28847,83
2026-01-02,18:28:33,41.203.21.109,GET,/index.html,200,Mozilla/5.0 Chrome Android,8766,240
2026-01-02,18:35:20,41.203.21.109,GET,/digital-transformation.php,200,Mozilla/5.0 Chrome Android,25906,209
2026-04-30,08:49:07,105.245.23.65,GET,/index.html,304,Mozilla/5.0 Chrome Windows,0,323
2026-02-10,09:09:34,196.44.77.3,GET,/index.html,200,Mozilla/5.0 Chrome Windows,26231,148
2026-02-10,09:13:23,196.44.77.3,GET,/risk-assessment.php,200,Mozilla/5.0 Chrome Windows,24751,25
2026-02-10,09:16:39,196.44.77.3,GET,/prototype.php,200,Mozilla/5.0 Chrome Windows,37007,310
2026-04-29,09:32:48,102.128.190.178,GET,/index.html,200,Mozilla/5.0 Safari iPhone,23057,166
2026-04-29,09:36:22,102.128.190.178,GET,/cybersecurity-monitoring.php,200,Mozilla/5.0 Safari iPhone,23611,141
2026-04-14,17:32:42,41.203.186.60,GET,/index.html,200,Mozilla/5.0 Edge Windows,7927,341
2026-04-14,17:37:44,41.203.186.60,GET,/digital-transformation.php,200,Mozilla/5.0 Edge Windows,16472,283
2026-03-27,09:41:00,41.70.87.221,GET,/index.html,200,Mozilla/5.0 Chrome Android,16995,413
2026-03-27,09:46:26,41.70.87.221,GET,/ai-assistant.php,200,Mozilla/5.0 Chrome Android,11183,181
2026-04-24,12:26:56,197.211.47.64,GET,/index.html,200,Mozilla/5.0 Safari MacOS,30011,210
2026-04-24,12:33:34,197.211.47.64,GET,/events.php,200,Mozilla/5.0 Safari MacOS,0,140
2026-04-24,12:37:07,197.211.47.64,GET,/digital-transformation.php,200,Mozilla/5.0 Safari MacOS,15971,230
2026-04-24,12:41:56,197.211.47.64,GET,/contact.php,200,Mozilla/5.0 Safari MacOS,9843,141
2026-02-09,07:37:31,197.211.92.219,GET,/index.html,200,Mozilla/5.0 Edge Windows,11931,182
2026-02-09,07:40:29,197.211.92.219,GET,/ai-assistant.php,200,Mozilla/5.0 Edge Windows,20272,256
2026-01-21,10:14:40,102.128.204.144,GET,/index.html,200,Mozilla/5.0 Edge Windows,10498,296
2026-01-21,10:16:05,102.128.204.144,GET,/cybersecurity-monitoring.php,200,Mozilla/5.0 Edge Windows,9301,330
2026-04-23,10:50:37,102.128.48.213,GET,/index.html,200,Mozilla/5.0 Chrome Windows,18627,515
2026-03-20,12:19:59,105.245.196.167,GET,/index.html,200,Mozilla/5.0 Safari iPhone,19690,390
2026-03-20,12:25:26,105.245.196.167,GET,/ai-assistant.php,200,Mozilla/5.0 Safari iPhone,15062,43
2026-03-20,12:26:25,105.245.196.167,GET,/images/cyber-assistant-banner.png,304,Mozilla/5.0 Safari iPhone,0,140
2026-03-13,19:42:16,197.249.157.25,GET,/index.html,200,Mozilla/5.0 Safari iPhone,25490,289
2026-03-13,19:44:53,197.249.157.25,GET,/predictive-maintenance.php,200,Mozilla/5.0 Safari iPhone,27217,104
2026-03-13,19:51:03,197.249.157.25,GET,/scheduledemo.php,404,Mozilla/5.0 Safari iPhone,19090,234
2026-05-08,14:30:26,102.128.80.55,GET,/index.html,200,Mozilla/5.0 Chrome Android,17435,197
2026-05-08,14:35:08,102.128.80.55,GET,/risk-assessment.php,200,Mozilla/5.0 Chrome Android,20165,270
2026-05-08,14:36:31,102.128.80.55,GET,/pricing.php,200,Mozilla/5.0 Chrome Android,29655,157
2026-05-08,14:43:30,102.128.80.55,GET,/scheduledemo.php,200,Mozilla/5.0 Chrome Android,18912,272
2026-03-18,10:22:59,197.211.232.85,GET,/index.html,304,Mozilla/5.0 Chrome Windows,0,165
2026-01-08,08:21:25,102.128.35.94,GET,/index.html,200,Mozilla/5.0 Firefox Windows,17541,298
2026-01-08,08:24:08,102.128.35.94,GET,/cybersecurity-monitoring.php,200,Mozilla/5.0 Firefox Windows,7700,336
2026-02-05,19:22:53,105.245.51.84,GET,/index.html,200,Mozilla/5.0 Edge Windows,13585,260
2026-02-05,19:28:28,105.245.51.84,GET,/index.html,304,Mozilla/5.0 Edge Windows,0,137
2026-03-13,11:05:58,41.70.79.49,GET,/index.html,200,Mozilla/5.0 Safari MacOS,10712,226
2026-03-13,11:09:44,41.70.79.49,GET,/digital-transformation.php,200,Mozilla/5.0 Safari MacOS,8088,116
2026-03-03,10:53:26,196.44.175.229,GET,/index.html,200,Mozilla/5.0 Firefox Windows,23723,55
2026-03-03,10:59:12,196.44.175.229,GET,/cybersecurity-monitoring.php,200,Mozilla/5.0 Firefox Windows,4603,174
2026-04-03,14:14:49,197.211.95.216,GET,/index.html,200,Mozilla/5.0 Edge Windows,18793,267
2026-04-03,14:18:48,197.211.95.216,GET,/predictive-maintenance.php,200,Mozilla/5.0 Edge Windows,17534,117
2026-04-03,14:23:02,197.211.95.216,GET,/css/site.css,304,Mozilla/5.0 Edge Windows,0,168
2026-04-03,14:23:59,197.211.95.216,GET,/contact.php,200,Mozilla/5.0 Edge Windows,17939,370
2026-02-15,15:06:10,154.120.25.98,GET,/index.html,200,Mozilla/5.0 Safari MacOS,10049,182
2026-02-15,15:10:21,154.120.25.98,GET,/ai-assistant.php,200,Mozilla/5.0 Safari MacOS,16840,191
2026-02-03,13:03:38,197.211.95.52,GET,/index.html,200,Mozilla/5.0 Safari iPhone,19186,219
2026-05-01,08:54:47,154.120.159.172,GET,/index.html,200,Mozilla/5.0 Chrome Windows,17544,195
2026-05-01,08:55:21,154.120.159.172,GET,/risk-assessment.php,200,Mozilla/5.0 Chrome Windows,16053,266
2026-05-01,08:56:30,154.120.159.172,GET,/images/events.jpg,304,Mozilla/5.0 Chrome Windows,0,177
2026-04-23,15:32:37,154.120.107.3,GET,/index.html,200,Mozilla/5.0 Chrome Windows,11548,13
2026-04-21,13:33:14,105.245.151.168,GET,/index.html,200,Mozilla/5.0 Edge Windows,14071,296
2026-04-21,13:38:42,105.245.151.168,GET,/predictive-maintenance.php,200,Mozilla/5.0 Edge Windows,8268,289
2026-03-28,21:40:52,197.249.107.37,GET,/wp-admin.php,404,AhrefsBot/7.0,23894,290
2026-03-28,21:42:24,197.249.107.37,GET,/admin.php,404,AhrefsBot/7.0,14996,330
2026-03-28,21:49:09,197.249.107.37,GET,/login.php,404,AhrefsBot/7.0,11796,215
2026-01-09,10:18:42,102.128.222.27,GET,/index.html,200,Mozilla/5.0 Edge Windows,14429,176
2026-01-09,10:19:54,102.128.222.27,GET,/ai-assistant.php,200,Mozilla/5.0 Edge Windows,11312,222
2026-02-06,18:03:33,105.245.128.38,GET,/index.html,200,Mozilla/5.0 Edge Windows,21307,9
2026-02-06,18:08:26,105.245.128.38,GET,/events.php,200,Mozilla/5.0 Edge Windows,30938,216
2026-02-06,18:13:58,105.245.128.38,GET,/js/main.js,304,Mozilla/5.0 Edge Windows,0,458
2026-03-17,15:09:58,197.211.229.246,GET,/index.html,200,Mozilla/5.0 Firefox Windows,20962,239
2026-03-17,15:13:37,197.211.229.246,GET,/predictive-maintenance.php,304,Mozilla/5.0 Firefox Windows,0,257
2026-03-17,15:16:34,197.211.229.246,GET,/cybersecurity-monitoring.php,304,Mozilla/5.0 Firefox Windows,0,107
